Batch_ID,Time,Flour (kg),Sugar (kg),Yeast (kg),Water (kg),Salt (kg),Mixer Speed (RPM),Mixing Time (min),Fermentation Temp (C),Oven Temp (C),Oven Humidity (%),Flour Protein (%)
1,10,9.798474448468296,5.012805633294502,1.9981723108061336,5.406963050814377,1.0169836161186931,151.3152485859165,34.85065191903473,34.998135904352154,180.7302102809178,45.4033830099736,10.965093706787536
1,11,9.897416367740341,4.978217098813535,1.999044387814114,5.459260626039776,1.004968019751512,152.10473921264537,35.03481652743862,35.17749923711393,181.5113483129323,44.72796011548636,11.015221933591153
1,12,10.080676850368702,5.033060311424466,2.0196029850253714,5.511017326571055,1.0011776624640605,150.4443266512677,35.26874235692611,34.761418059663384,177.56696887046513,45.015814645023376,10.866087801630037
1,13,10.006929368019412,4.988263800555722,1.9506617317854817,5.412634137110889,0.9933003260427885,147.51420074150496,35.35773663952574,35.28232277827708,179.58001591237533,44.9600967433103,10.780839473855801
1,14,9.928187486284143,4.990761420260025,2.022385026206111,5.551226552749481,0.9951220989677435,151.25430906400913,34.85440926118192,35.20878535375116,179.8288027899883,45.002769663360766,10.964959026739582
1,15,9.929068610064663,5.016024271552679,2.000067249530724,5.552136216700551,1.0034569733635494,148.8938071206379,35.1753148087222,35.28327742961896,179.76510116932403,44.892109194763144,11.085438692277437
1,16,10.095548011411033,5.03308798252575,1.9990129089366042,5.546395995360978,0.9988807165643521,148.20256501461313,34.71433759994876,34.60113119111476,180.59965479375535,44.90423071071537,11.023161398910323
1,17,10.077025529636654,4.97418410287734,1.9793486561313975,5.5607665370472885,1.0159250190048155,150.2406527000151,35.22611796070815,34.99389586571839,176.49495814206546,44.838735094078096,11.015802807785132
1,18,9.982353976930437,5.0308585877360725,1.999137281635651,5.41178810639486,0.9884558300142048,148.18481995979118,34.425958253965874,35.96479623907758,177.71849910306972,45.21858112020993,11.01087843038436
1,19,10.14773047731243,5.000045005793973,2.0073968950122034,5.46887584913752,1.001087259379783,151.36228552869008,35.009281798562974,34.68004981020144,178.4454655032485,45.36512507496586,10.981254012026245
1,20,9.817497847943729,4.914329637339727,1.9597860162703444,5.47129212460263,0.994810635531746,148.18354835120974,34.2123183356195,35.27110174993474,177.91245795633702,45.118777867313746,11.06619837006931
1,21,9.97792544245955,5.009322390777404,2.017780685786223,5.430042007551957,1.0133572623272533,153.68961987229275,34.88421407676759,34.83350524262707,181.028060758045,46.14959847148413,11.012252044025258
1,22,10.060331541404633,4.91911442931342,2.019393965698929,5.479993494978349,0.9847443549886251,152.12180476294736,35.10466110712748,34.76572021652963,182.36984446501071,45.37774197661213,11.02790695500516
1,23,10.152762889698343,5.110157688426867,2.0267538014491153,5.517690388161911,0.9981251838209708,152.61251228698012,35.66455217679877,35.36841927165917,181.82233219144058,43.89920560857043,10.937051222367247
1,24,10.066799364250556,4.959752246692017,2.027937374678127,5.500625511545009,0.9856131773727688,152.04283325137294,34.85877178971142,35.265756217270415,179.63138070336677,45.48246564729013,10.996564126993906
2,0,10.163499113527527,5.009081748807782,2.0004373668874007,5.50667163817928,1.0063931440357783,147.90686705600027,34.698816651635724,35.45662047734684,182.31824271774633,44.73416111194952,10.932052997480197
2,1,10.004155080189447,5.0216544529900276,1.9773634045479296,5.475703911988754,0.9986387941613719,151.27318935716582,34.62920195620552,35.081110872632784,181.2677750323526,45.13850401773413,10.96935059521266
2,2,9.932164049950384,4.987261920383412,2.0227285938389974,5.546446660789523,1.0067305436345455,151.04025013396114,34.620851531998234,34.555751166616034,181.68557568139786,45.35450145890499,10.899148946692925
2,3,9.897079227569774,5.0326405542785695,1.9658081313345523,5.517154443501337,0.9997494980241756,149.37551099739747,34.48411737637616,35.162834512336794,179.13486251563407,45.116727495183895,10.761809979109195
2,4,10.063218584660419,5.045084758828901,2.008225686427086,5.475272255181012,1.012243183451201,153.21966482728544,35.2397731370437,35.12281918464744,178.42437939504327,45.614704138140894,11.068488129992241
2,5,10.024025443034418,4.9423770464169055,2.0101392013413166,5.472590039908166,0.988730781694181,147.08544401793944,34.73085495721599,35.37484459825801,180.65566985801988,45.363643564022745,11.055712382156042
2,6,10.008117373780998,5.020132426819679,2.0001530826304132,5.529655505540999,1.0093813685138522,148.4247310204947,35.18908054664663,35.49854407172919,177.80784358296665,44.833333520855106,11.007821259194467
2,7,9.891171198924505,5.04279290904328,2.0207324292895428,5.561788650831904,0.9948495408945079,152.10318215898042,35.66931483872881,34.80903232985979,178.06369539551696,44.67260675932477,11.020428192940832
2,8,10.014018244097214,4.982068702020586,1.9955161298463373,5.56840264480201,0.9925323257318583,150.9341242929888,34.80553732487403,35.04113879314009,182.76649829440598,45.620654994313306,11.112418661823957
2,9,9.897512206157522,5.019273209631857,2.008907722206937,5.415999448003143,1.0004965392181506,149.85200160765547,35.144986546867585,35.03099328670429,181.68112975906735,45.55026859172195,10.916326866427827
2,10,10.031020424286863,5.100062370884575,2.0338865852210053,5.432209769919923,0.9881238800951611,152.41980104021474,34.99930014123586,34.66475305454767,179.4386882457941,44.2148933297795,10.926942370268863
2,11,9.981906663611028,4.987627231505451,2.01607383112811,5.447025325400665,1.0039426148164907,148.56030403785556,35.17892655881103,34.684010139672864,180.9332995017582,43.988354250915386,10.952113663326498
2,12,10.071502157905845,4.997333809971774,1.9973748703203447,5.426920802991753,1.0120202495078263,150.8096926905145,34.645960402489656,34.13768855931821,183.10569481865005,44.543512527618915,11.139498129249017
2,13,10.002390666815856,5.050489449654283,2.0025273161875226,5.558213249895657,0.9922990783111896,145.9303755738134,34.46517695628114,35.24763580485072,181.45757884310171,45.657188479859975,11.120567586122993
2,14,9.860227482300463,5.015255857215633,2.006057847644697,5.502212117990277,0.9896810823585246,147.8385085962558,35.68978328919004,34.46277249518352,180.6246950839425,44.295103477961426,10.906435950280338
2,15,9.936718343103406,4.980503920104514,2.0432464884495287,5.4009201645831535,0.9805031811678364,148.81658851172944,34.54455055487614,35.23283916286568,182.04087161852888,45.01037699510989,10.742720268946847
2,16,10.027989367970786,4.9793345634818245,1.9972673530509606,5.502400649793758,1.0028502747037709,145.89937984655117,35.12383325456283,34.834032720956856,179.87007649639392,44.74372247890981,10.874037226540404
2,17,9.852582587111838,4.994802332157801,2.0014026718430356,5.408089047434915,1.0123015015977523,148.56880410256994,35.01194021152021,34.59929833622264,178.1829263185048,44.57760052381149,10.983231801872295
2,18,10.15752271716204,5.005551723861754,1.994573035259831,5.444932213275114,1.0077089192843576,150.00578856065536,34.68867401912951,34.360461592043286,177.7512794672353,44.78647452162949,10.99476981713995
2,19,10.157672023194042,5.05159374044995,2.025284731209548,5.3984647255636515,1.001519950602195,148.9496006811401,35.161087670049724,35.78197814276582,180.58294340754168,44.80534163683978,11.056191458803479
2,20,10.171582032578415,4.997909928379461,1.9798303752236555,5.486635971652956,0.9955055664365098,149.2037408995334,34.95446335403206,35.03005126840565,176.67914282819336,46.16140510312072,10.861278725117327
2,21,9.987725472024053,5.012273142591934,1.996427827600151,5.453712314727109,0.9939118084460014,152.6288675811515,34.7238046368199,35.48565781155482,179.90025926272264,44.218273999987666,11.031854072956342
2,22,9.966014185603786,4.89958074098093,2.0073067725523863,5.4915029294215225,0.9812130390178995,151.14779578063224,35.03147655060918,34.632774967465075,179.83425781259348,45.25945029681484,11.09457629040419
2,23,9.996362870242788,4.9635301924494755,1.9891332901016476,5.45625227221264,1.0062164620394511,152.1545511178175,35.818652971873874,35.38403541864447,180.66276365351752,44.90509779830624,11.129313459187305
2,24,10.055114243429326,4.980183143524846,1.978691888652031,5.674244456225314,1.0085857798123936,148.4050913783971,35.04330541732022,35.460199354167976,182.6083748159047,44.549780122476,10.86726825905753
3,0,9.975908858580505,4.9772042754961685,2.0412307835542474,5.493012873670365,0.9807215786008101,149.84061969597252,35.48629138386112,35.03864930495242,179.71096270120833,44.222315583176055,10.991967946558866
3,1,9.9737763431857,4.965427764487757,2.0106252298243064,5.459896452859932,1.0086453089712448,150.59505703735928,35.118370221824726,34.52834904236033,180.2028799391165,44.38712471596983,10.923688221916793
3,2,9.921758605030773,5.02405152750655,1.968462943320094,5.422722263729692,1.016434530609341,150.93763491211735,34.70149938422334,34.78858548942675,179.06809742816034,44.96904525390211,11.090395253227133
3,3,9.965393808000295,5.0349159516931525,2.0184115477547144,5.489355132441134,1.001577607499838,152.2589217535457,35.60384990444227,35.10557177646545,180.240972887748,44.69915503983839,11.059906225823765
3,4,10.00598533032721,4.9257093649219685,1.9810130825848757,5.475657481091755,0.9967942530961413,150.92969033725973,35.06351837147969,34.451350284403986,178.0465523950221,45.67494417531365,11.1469178185352
3,5,9.97663720114147,4.956097970032607,1.9512839698708788,5.4483036718365785,0.9831114993886373,149.65539345475378,34.56005446649271,35.034452484714805,179.9849566090871,45.380120684610546,10.92811992867451
3,6,9.837683172721217,4.965492363326654,1.9927768585944163,5.580184756080356,1.011991317684809,145.79323331476743,35.509991033067365,34.5822163533279,181.47260751463918,44.976513344668504,11.149878274705156
3,7,9.809956535667915,4.978975821355448,1.9942654723959088,5.513822455089389,1.005553734717827,145.89669287573952,34.36915015592085,34.977583218718344,179.77348200314893,45.197535576786244,10.98201979002976
3,8,10.073755633374155,4.994516249141866,1.99595311958224,5.599831550142267,1.028269476929735,149.54866038132243,35.173274001447304,34.68404904768466,180.5286042151958,45.165491706615484,10.907457754526876
3,9,9.994645199344863,4.98553217503527,1.979637211948507,5.51818237358774,1.0036160429099135,150.67127318092898,34.39269954883266,35.64185095623704,178.21001780664213,44.798743198084075,11.13415880904713
3,10,9.977150456568827,5.074272601609537,1.9813146686636294,5.422100174047026,1.0064130561916573,148.4722189622315,35.12147632317284,34.984985594958246,178.75665975238792,45.476739952665376,11.169938782787687
3,11,9.975108606222106,5.098648931708394,2.0272641662077433,5.541008473287512,0.9993971162928085,149.747886820875,35.476002197762,34.77639436411814,178.75836940642898,44.93490541607645,11.059629988901293
3,12,9.905083156953859,4.992566530350136,2.049930306629416,5.530053054288852,0.9999985205658509,150.93327784092918,35.32636958971605,34.30775014946588,177.94641253409677,45.57803841031877,10.818294428011411
3,13,9.935616947226102,5.026893920713488,2.026574090834471,5.554530019760817,1.012687574907749,152.3680412736849,35.33738133498899,34.82888236736835,182.25684367527262,44.99022116787644,10.871564533370007
3,14,9.990848325524798,5.000407306747466,2.010596821764732,5.413071078226299,1.0096192885573498,151.09328445310118,34.9211802824095,34.90724346526404,182.21207982293913,44.95860945565071,10.929330445668736
3,15,10.109064999313516,5.07114646971536,1.9953585404741085,5.561586662272555,0.9937927191236253,151.66590930009528,35.32706553427686,35.00404530807116,183.15522687184267,46.19396854006355,10.996585671796886
3,16,10.153497909364052,4.959633806814893,1.9899799230089632,5.440089613330586,0.9988310461183876,151.0488332278489,34.39547230040951,35.18023578467056,179.9598839558674,43.70420938685405,11.155757113487539
3,17,9.970958353632705,4.923973572873876,1.98124481938305,5.465899881465459,1.00568318821253,151.59192878031558,35.296810299995826,34.42820173245187,176.8991555744809,45.60816648901962,11.181775482340786
3,18,9.977946468367554,4.940528629728007,2.0144789167378394,5.523224306443761,0.9892711566992161,148.85396933270403,34.27126026780167,35.218580367308064,175.42734474516755,45.00249821328733,10.764974711414192
3,19,10.081089292658596,5.013009298336832,1.982957620615079,5.597817293080112,1.0109643703605367,147.87769404002734,35.164903086544975,35.184908963422735,179.35075988923109,44.98839733851354,11.010656833410204
3,20,10.117066541517422,4.998754905318145,1.9941658753327762,5.475930652509207,1.0020090036426967,152.2789803962751,34.866321996326974,35.11640778497596,180.52981602154506,45.11154160786498,11.052203626053661
3,21,10.029103887569887,4.98579675060618,2.0165920861968107,5.521688640520799,1.0132804364722243,147.50782512936988,34.91457650295429,35.48721111186255,178.9372980163523,45.613647450241814,10.975557034656081
3,22,9.981092922914796,4.986203112137211,1.9864375246543255,5.508432929493225,0.9800392937561143,148.91103352036703,35.721674104685256,34.60896549670285,181.003805155658,44.73489398422429,10.909392051304165
3,23,9.838734188851475,4.97403471375872,2.0142881059816093,5.450515535600932,1.0073443492064422,149.25453983150746,34.69230741499931,35.39397404089882,181.67690852521972,44.98886513747625,11.013121680236923
3,24,9.981650590020957,4.925637898959489,1.9807579958127668,5.459711321854597,1.0113589141302368,151.88125196523492,34.80450721990763,34.97399277253032,181.26924953128815,44.53538787636994,11.11692836361172
4,0,9.938995234698586,5.0676259903482475,2.018839263517405,5.633889574287411,0.9980143803927077,151.41908247292096,35.17538210949984,35.84329757109073,179.90704808808155,44.60960819227476,11.023173040131121
4,1,9.91264269512991,5.028844438258405,2.0037013648641806,5.545370326467672,1.0032355552755026,149.94521625091485,34.91366515556982,35.397881810342454,180.54032980110154,45.232507831687634,11.009694964837571
4,2,10.25962995481259,5.028484583115091,1.9987733815845452,5.524577601624936,1.002945313692089,144.8754300727888,35.360561909369935,35.154483153706636,179.00515272624278,44.516355305570556,10.927100165682646
4,3,9.983940721381718,5.071705920597054,1.9920620569165037,5.455428262169436,0.9779085106063935,150.58828778251606,35.39898124538554,34.08921508875682,179.74541883710933,44.38398606144258,10.963541772052496
4,4,9.999717555565747,4.985744664700998,2.014383577951155,5.551321288148167,0.9887407044393902,151.01563768340165,34.53035898497027,34.35174838762872,181.31751266343366,44.98052079988502,11.044453138869605
4,5,10.02187263278987,5.003921887075165,2.0365257118669877,5.498547483647512,0.9922804419484789,149.19160802667307,35.177093697222425,35.030768621045006,177.36130487634352,44.7172415187596,10.937452432164083
4,6,10.006785527354456,5.063382785187267,1.9988457878111643,5.568880153169032,1.0051170742381272,151.86536004449232,34.71157739174493,34.687100842769766,180.0821631845583,44.24441425181073,11.067980671856924
4,7,10.201285308282172,5.030276654647976,2.010599043365359,5.477739517448729,1.0006590104606983,150.88377618701892,35.59012179162344,35.036387965865046,178.9397999258779,44.553477738108526,11.210211915097466
4,8,9.951649635635912,5.001271088988093,1.9993541913385615,5.5004252997616705,0.9987253509920235,149.9164990612592,34.81035553611956,34.553017254624564,180.97517253141132,44.57338800445637,11.024371906714613
4,9,9.975447679190173,4.9454473344437515,1.9864908443442684,5.543074507261619,1.019214351979971,153.51337991249045,35.07625416045342,34.925489770747205,180.33650801122084,46.02184796225661,11.018001817739313
4,10,9.90098428005944,4.971913298134814,1.9872534077195605,5.587225041277129,0.9818184844988181,149.2382396163011,35.58423832827862,34.589408097160025,178.48563982853798,45.908549706393565,11.05659685353207
4,11,10.007807766065879,5.055737840298038,2.0028493688971043,5.500615498451853,1.0012817578073892,150.3368794639218,34.80811567718598,35.46308355648308,179.99126412129527,45.190246425632864,10.95638379007706
4,12,10.073133235909118,5.06021453759387,2.024522158385285,5.408641757661829,0.9888864002634857,150.88284823744965,35.332509340348565,34.718022817219335,180.75140020509397,44.99662832463648,10.985295699291001
4,13,9.97049582785555,5.056328275300193,1.9818465701505796,5.4428017489465494,1.0027232666241075,150.99844302703463,35.099024193613,35.724504522581874,179.23531468825004,45.11536465780596,11.071177960617053
4,14,9.839279516482012,4.964261879643777,2.032334716814051,5.417956321084857,0.9874933175942835,149.46447868446492,35.452354293554386,34.59834923106198,181.9312002960232,44.649130015294965,10.937541575076098
4,15,9.884335881119588,4.932561187688583,2.0104698021303755,5.489984565840896,1.0049149462621827,150.29858269075876,34.74996911342373,35.28118071440863,181.21273514596862,44.81373084495998,11.03114283692874
4,16,10.065441114555913,4.974364400730084,2.043978521246435,5.553376081594282,0.981646680082424,152.0722221688454,34.839040313349315,34.70918226174698,176.23819528828665,45.49436275119184,11.058117998153177
4,17,9.985874782263979,4.9849895242567905,2.0232241353033973,5.475018007586166,1.0217013522271519,152.00699023313584,34.77798966081288,34.36684388720344,178.47519979027962,45.15300203813203,10.936710127292104
4,18,9.872853315128555,5.026695453269852,2.012397284165533,5.511920591002498,0.9970613109818878,151.0369093696104,34.88876890418135,35.678398316157505,179.3751159796063,45.08576905285611,11.079828011057423
4,19,9.894051178897284,5.015901960888458,1.9854291166247093,5.4962245070870805,0.9978025379483888,148.93974657483247,35.156002787371875,35.01327768895055,181.02129608237712,45.682785757523376,10.870010027348098
4,20,9.884674293118982,5.030131325721123,1.9947563195702325,5.496243084890406,1.0110261382848278,148.44089124074222,34.66456988384785,35.637513213312076,183.227353377233,44.74857534969963,11.012761309497233
4,21,10.016717331593835,4.992496145603195,2.0160156298376823,5.5119349275214935,0.9976704136579189,149.09588286652325,35.271899848173156,34.4690877891809,180.46333919320406,44.69346941215505,10.824040929548723
4,22,10.036119006324448,5.021448880045727,2.019506348813921,5.46190138966292,1.0007735271735339,148.216216840593,34.86095865203906,35.21829838489578,181.29836483847075,44.79684962373553,10.861542367341645
4,23,10.036946891598847,4.9717886122258905,2.0101643875609136,5.647491906887041,1.0040675192098403,148.29616187957495,35.51942916305836,34.669423847773345,177.72963021003076,45.43517269196478,11.08118897822039
4,24,9.899555286390017,4.9907620705980404,2.012473722655265,5.518766454693667,0.9933899410261477,149.51250087481594,34.97489281724513,34.91917384728823,177.47828955829837,45.031719748322175,10.87916172159717
5,0,9.868764099290399,5.035260509841561,1.9879165227038234,5.473829963554503,0.9995939006154968,150.42965404605576,25.39879372986474,35.720586339615686,178.29955169067256,44.65960735325425,11.008322266692305
5,1,9.89220583425556,5.040795526670877,2.0475499637066568,5.566224836007358,1.0005761885651512,150.07762295886548,24.93401863748929,34.4325730259073,181.7976366174018,44.80649903038639,11.191870517036696
5,2,9.959397862900657,4.875195956529264,2.0013252676903415,5.525845182308546,1.0147120698348526,148.95223950524658,24.908322701955992,35.00037594437859,176.36020322164177,45.18203649549266,11.062515183916197
5,3,9.926315651575614,4.982281884854194,2.03129897772442,5.426279295373103,0.9905044709747051,149.70208209632636,24.75625220425815,34.87853908585594,181.00990058025857,44.62039078897462,11.048985900696689
5,4,9.940820369169893,4.99824132385969,1.9914154255935053,5.4327231966829,0.9823612531689117,149.85559327571954,25.150375487985137,35.28203500041771,181.87885211587727,44.00081843362884,10.93785509203485
5,5,9.98509051366889,4.93442978982983,2.027147591907604,5.554920683162892,0.9815448876023437,149.04788197099273,24.74978263768713,34.99170728131058,179.59767915009115,45.33851190912432,11.05724141470848
5,6,9.965668744905901,4.984492259779029,2.0103824581971663,5.527114588319922,0.994505517025967,148.58570363927942,24.726771883631272,34.453400722523334,178.93905623879863,44.95820135710211,10.7538576020967
5,7,9.741088849759773,4.934043645210357,2.0174733218399,5.593386768914307,0.9901706966911641,151.05940538064567,24.806804061307556,34.53353179680742,179.47729767377456,44.84753058093263,11.019000846219033
5,8,9.981494769780689,5.023107446435269,1.9778148768257813,5.543293786961635,0.9969811797166998,151.10371466533937,24.82532177464409,34.30624347058373,178.786820663518,45.338413037964415,11.245139295929816
5,9,9.936902462631549,4.994581385911769,2.020721496441439,5.483493816764397,1.01008302645986,151.34254727806953,25.084159679066673,34.84556188120863,179.10027156742197,44.81692898143859,11.070480288513611
5,10,10.191464057884138,4.9511881412136205,1.9863523541860504,5.499434814672585,1.0172569718793425,150.66896550271565,25.06833444055101,35.189020780123364,179.65760978914747,44.787246276984064,10.7484791878853
5,11,9.903392958251196,4.93616142464638,1.994375043371732,5.429945654397012,0.9980707749014893,151.03350879243368,25.193853401451257,34.605467589220915,180.8984063824814,45.10579634532329,10.943802115440887
5,12,10.053744078029718,4.987816202025763,1.9976301755685923,5.498371488507182,1.0050642647655414,148.46830749573525,25.233030077229806,35.01291875299156,175.64638095446836,44.86694414646618,10.91942750857556
5,13,10.16128690766887,5.005521005111057,2.0196501503772137,5.488621646476146,1.0156813912604064,153.20591048709454,25.491077416804085,34.9690191631429,180.28883252580093,45.18299064029209,11.169908016396704
5,14,9.961331474384105,5.039758608226913,1.9970721682356203,5.497037489000534,1.0014806293074072,149.51006495688418,24.65381646826928,35.290650185347374,179.21399938320343,44.198514340468186,10.958944026225108
5,15,9.922375896047098,5.047467114634538,1.99549621353503,5.464017768776922,1.011235462153774,149.85739277383655,25.145519695299562,34.61583789945131,178.9397864849101,45.061663173746936,11.009654947970501
5,16,9.960707248937727,4.961682021451488,2.0067007156507963,5.490691949494552,1.0045139526733138,150.030605394227,25.036919438249612,35.176738700413274,181.34375870818374,44.369488845175454,10.991085561183098
5,17,10.077665092106738,5.043648932657191,1.9832297983260296,5.446571254897891,1.0149287602939125,150.34815289243886,25.39939223273444,34.925374415344855,178.12117015865195,44.04347819611143,11.094165784625464
5,18,10.07266558150171,4.9481918927001916,1.9572950948997108,5.598252950160737,1.0029229134340916,150.34321815003145,25.198886690568916,35.62211712125652,177.87514369995142,45.21611764845157,11.047369755631959
5,19,9.896273118075706,4.9960572013978055,2.0206031211991555,5.442260244704366,1.0049618482695815,151.16754440658775,25.223138090128472,35.46168890466339,178.50606630025337,44.44167907968652,10.940110465903144
5,20,10.015907275455271,5.083377286734217,1.987809870031219,5.53226828802111,1.027800962678237,149.8076090295401,24.98817898549841,34.82512584959299,181.90617800744485,44.44650065924728,11.002801924615499
5,21,9.858620654603419,4.984707854459963,1.9871306432863745,5.445715560767547,1.0065156888078401,150.55833262643907,25.32091131960628,34.75554908991563,180.3714943538644,44.77667414729834,11.056733034971739
5,22,10.07285944071509,5.027431666377424,2.0012776522149487,5.511197606493317,0.9928872227872246,151.3657755886956,24.940767724954803,35.163023827859924,179.3752660676435,44.71403882506404,11.0033505764872
5,23,9.889085068109235,5.00074862400595,2.0197238425951927,5.452615801198513,0.9987865925626804,149.1192967114107,25.083492544725264,35.043894771216266,175.98688521174574,44.837763981075746,11.101926157662998
5,24,10.050930512940674,4.987194230955559,2.0039730329595558,5.477898033851408,1.031751323455285,147.6270143120302,24.691956074918487,34.42467783603225,180.50737031586203,44.84257613286921,10.986654143311059
6,0,10.034774139855573,5.02370761824197,1.9773066081116795,5.5318741351671195,0.9785788111796675,148.98679052436023,35.11843983226891,35.03377458894668,183.96058977308607,45.150248730881664,11.02062431422565
6,1,10.19393237690332,5.062185979349685,1.9848241625238714,5.448941506184762,1.0019370419683644,148.22808559642223,34.720280635394204,34.23278673488727,178.70169559532818,45.18248247837572,11.091601252308651
6,2,9.910645883173668,5.025040763088503,1.9831162802611286,5.498503491556952,1.003791727100915,150.88059841942243,35.21100229410063,35.39985200877864,179.02882884484666,44.339169183696846,10.877187439262931
6,3,9.804886375431323,5.008618037846343,1.9544687372606269,5.483216018707166,1.0026166427803571,150.59882132338984,35.26582134710398,34.834048730950514,179.98502615457215,44.15220220780355,11.03163152132979
6,4,9.870101504208007,5.014295091898422,2.0124764730927174,5.442464918394964,0.9946038767066274,147.18610704919033,35.39598104678922,35.373108044138476,179.61908542212464,44.41414036615871,10.947201948458982
6,5,9.914793746468987,5.000017803454872,2.003400622149091,5.45469511817548,0.9962487980321355,149.7417453329951,35.21644512393546,34.42984657272112,179.91620486328776,45.04484245742093,10.796042155658125
6,6,10.064114019529082,5.067661160190606,1.9745839622233547,5.474005642869274,1.006223220637566,149.44624649707123,35.28852114844235,35.39145111508285,178.58700495162205,45.439356547153515,11.065894367860336
6,7,10.14034426009748,4.991411435354672,1.9830142176600196,5.580151055707534,1.0043026884967015,148.53753148905574,34.95935606642456,35.01215113217935,179.76737703922007,43.615571525656044,11.055533866425119
6,8,10.057451317051635,4.9046678022387065,2.0089683152733198,5.54325101547747,0.9986704645516922,150.83709189697586,34.82854068495387,34.90921921772462,180.59340761989884,44.61612891679476,11.13688865002019
6,9,10.149411219878953,5.0341030138014675,2.002948382225067,5.489382731523173,1.0080969539109912,151.88416341894134,35.36111080149609,35.23277600322354,181.03716234385507,45.557872100296905,11.10503329399734
6,10,9.982120035061554,5.012678012853515,1.9954378909782289,5.4933193454558715,1.0088716674780847,152.14982730331963,35.11354982357003,35.02016053110878,181.34996972861185,44.774616689744484,11.039186208974742
6,11,9.990106296612348,4.981553843412617,1.9779381605748145,5.452948671324162,0.9960679095070384,151.30579274525968,35.070563640948116,35.172970215160476,178.10438385339032,44.026643641925496,10.987808522109507
6,12,9.864891560665475,4.963211442777788,1.9614806393754884,5.407453154948862,1.0012392811704929,150.33723997763997,34.83525979245782,35.212322233672516,179.02062471872793,44.62439311714131,11.126223692774309
6,13,9.951082026533074,4.9324063724935705,2.0312434336269902,5.54623817110261,0.9945196151196419,150.40873764906914,34.9637952260777,34.97825462715011,178.75951134833926,44.70689069604618,11.002404553150205
6,14,9.8323842652977,5.0285703650849705,1.972508275174799,5.5067290459415075,1.0057407216647871,152.45929274770666,34.32339071277383,34.69495455538704,177.84719552264087,44.33490941227061,10.985284365040222
6,15,10.08627179898786,5.068913403014172,1.9986995672751195,5.479660238234362,0.9963896005381693,149.830282413774,34.892823195804574,34.80523926955733,180.33209672841787,45.74025883172583,11.07674842604988
6,16,10.031296142012593,5.056001379111602,2.017201147873355,5.503813595754908,1.0008697043020462,149.62993842819162,35.087202309819354,35.34411748948782,178.88589376552088,44.788469580756676,11.118834592088973
6,17,9.881853802926944,4.95797326763723,2.0154391956210738,5.52426653267503,0.9950510802533445,149.1883214651007,35.27561461866246,35.00817050933946,176.052053579395,45.21272715683853,11.285550671718172
6,18,9.9352694051091,4.947584704727889,2.0237287862099276,5.36234109562066,0.9946837014524746,152.00731730559147,34.70160245441001,34.742657856788,181.78826883644365,45.65014736772284,11.048597692648261
6,19,10.070919247235878,4.908681846405459,1.9983899998417676,5.50825813149273,0.9912936446757973,152.30145548616463,34.85043032256255,35.109059629576976,178.60388271590764,44.39975153477169,10.801700828767373
6,20,9.948950600041645,4.953290118902848,1.9834096371000218,5.437112807711737,0.9772859204245484,151.48899976802298,34.61048570659225,34.34550758703844,176.73773067829634,45.330967436467034,10.993577836074294
6,21,10.117022723181673,4.968447349701123,1.999548968967103,5.487613909858115,1.0245907932577318,151.79670143654207,34.68781459585705,35.43609658629273,178.17563636472946,45.15615602701683,10.916194334197648
